1.3	0.7	1	10	0.004613260841819	0.645386739151371	0	0	0	0.344106389949883	0.005854286407093	0.000039323643024566
1.3	0.7	1	20	0.00309082137663	0.646909178614924	0	0	0	0.340966127233805	0.008945536098024	0.0000883366681718606
1.3	0.7	1	50	0.001803949239312	0.648196050749156	0	0	0	0.334240757619536	0.015501848928775	0.000257393451689
1.3	0.7	1	100	0.001196819146441	0.648803180838724	0	0	0	0.326235980822683	0.023190021213248	0.000573997964069
1.3	0.7	1	200	0.000793610836478	0.649206389144235	0	0	0	0.314642564890632	0.034097687685694	0.001259747423674
1.3	0.7	1	500	0.000461362493877	0.649538637478577	0	0	0	0.291959358750431	0.054624392273709	0.00341624897586
1.3	0.7	1	1000	0.000306337345745	0.649693662617142	0	0	0	0.268056396871208	0.074988921021136	0.006954682107656
1.3	0.7	1	2000	0.000203426287955	0.649796573660619	0	0	0	0.23798474777577	0.098512434540626	0.013502817683605
1.3	0.7	1	5000	0.000118025091564	0.649881974838633	0	0	0	0.190111102314574	0.130067982766326	0.0298209149191
1.3	0.7	1	10000	0.0000775808303737458	0.649922419123654	0	0	0	0.150370854030094	0.149050652865904	0.050578493104001
1.3	0.7	2	10	0.009059235496007	0.640940764453937	0	0	0	0.347004266643632	0.00298559133642	0.0000101420199477696
1.3	0.7	2	20	0.006082845794011	0.643917154144775	0	0	0	0.345393963970918	0.004583145697174	0.0000228903319085763
1.3	0.7	2	50	0.003546307616676	0.646453692302975	0	0	0	0.341887964928063	0.008044274072188	0.0000677609997489795
1.3	0.7	2	100	0.002343470734157	0.647656529167435	0	0	0	0.337611102086651	0.012234515873117	0.000154382040232
1.3	0.7	2	200	0.001543246870511	0.648456753010229	0	0	0	0.331213317793821	0.018436805792504	0.000349876413675
1.3	0.7	2	500	0.000884701473552	0.649115298377001	0	0	0	0.317984398165876	0.031005051868528	0.001010549965596
1.3	0.7	2	1000	0.0005792744065	0.649420725417965	0	0	0	0.302996764268848	0.044806612917785	0.002196622813368
1.3	0.7	2	2000	0.000378614297575	0.649621385494828	0	0	0	0.282549865656512	0.062824656874315	0.004625477469172
1.3	0.7	2	5000	0.000215143642136	0.64978485613325	0	0	0	0.246052096449963	0.092336015842984	0.011611887707053
1.3	0.7	2	10000	0.000139655848053	0.649860344064222	0	0	0	0.211561688647461	0.116482623483113	0.021955687869426
1.3	0.7	5	10	0.021704131505897	0.628295867786224	0.000000000353003605034285	0	0	0.348770484702681	0.001227808742399	0.00000170655492044056
1.3	0.7	5	20	0.01473904673424	0.635260952386127	0.000000000438229788721733	0	0	0.348115422439007	0.001880753015984	0.00000382454500841315
1.3	0.7	5	50	0.008661798645238	0.641338200197329	0.000000000575455033359361	0	0	0.346675490402211	0.003313173719416	0.0000113358783730887
1.3	0.7	5	100	0.005732698337079	0.644267300263389	0.000000000694119417504151	0	0	0.344891455990544	0.00508246409747	0.0000260799119858731
1.3	0.7	5	200	0.003767336898665	0.646232661451078	0.000000000815444984960527	0	0	0.342164384313959	0.007775379224415	0.0000602364616262836
1.3	0.7	5	500	0.002141459415737	0.647858538645488	0.0000000009503384376263	0	0	0.336297696625398	0.013520598483324	0.000181704891278
1.3	0.7	5	1000	0.001386635792419	0.648613362106433	0.00000000101846111931893	0	0	0.329268532838175	0.020315909255332	0.000415557906493
1.3	0.7	5	2000	0.000892518096888	0.649107479681423	0.00000000105746972471878	0	0	0.318996950933433	0.030064793107213	0.000938255959354
