black_-32	1.3	0.7	1	10	0.646627125792032	0.003354349007988	0.00000926259178622269	0	0	0.349999988297108	0.0000000117028913310694	0
black_-32	1.3	0.7	1	20	0.645837518344493	0.004115100168236	0.0000236907227232242	0	0	0.349999985182829	0.0000000148171708444197	0
black_-32	1.3	0.7	1	50	0.644415459511488	0.00541910002813	0.0000827201574434585	0.000000000119678620052946	0	0.349999979861367	0.0000000201386329106273	0
black_-32	1.3	0.7	1	100	0.642885823517236	0.006692221542954	0.00021097728473	0.000000000306432709656759	0	0.349999974670243	0.0000000253297565669436	0
black_-32	1.3	0.7	1	200	0.64066590251153	0.008281867589194	0.00052611448811	0.000000000767864312023633	0	0.34999996820803	0.0000000317919695274857	0
black_-32	1.3	0.7	1	500	0.635667294469329	0.011012122733188	0.001660289936044	0.00000000244526779889819	0.000000000240063860064773	0.349999957205701	0.0000000427942986319048	0
black_-32	1.3	0.7	1	1000	0.628888256082288	0.013688427859352	0.003711654686123	0.00000000550355377664272	0.000000000591279823165308	0.349999946525363	0.000000053474636742366	0
black_-32	1.3	0.7	1	2000	0.617744294568897	0.017032005450094	0.007611842974483	0.0000000110888973570399	0.00000000147157283794166	0.349999933245567	0.0000000667544329150602	0
black_-32	1.3	0.7	1	5000	0.596542453275004	0.022789271687643	0.01533410329841	0.0000000209811749293224	0.000000023729678853346	0.349999910705169	0.0000000892948309910959	0
black_-32	1.3	0.7	1	10000	0.619504590075046	0.029074534387811	0.000709641634236	0.0000000254218607086002	0.000000783423404980608	0.349999890017993	0.000000109982006724628	0
black_-32	1.3	0.7	2	10	0.647595476817202	0.002373653904115	0.0000154346325688306	0	0	0.34999999173098	0.00000000826901985881619	0
black_-32	1.3	0.7	2	20	0.647009288973546	0.00291244309491	0.0000391339486392852	0	0	0.349999989532131	0.0000000104678686380385	0
black_-32	1.3	0.7	2	50	0.645893318943374	0.003836238951139	0.000135220993685	0	0	0.349999985776007	0.0000000142239926485379	0
black_-32	1.3	0.7	2	100	0.644576960840494	0.004738251452342	0.000342393704173	0.000000000248265007033456	0	0.349999982112352	0.0000000178876480670339	0
black_-32	1.3	0.7	2	200	0.642440093889659	0.005864073259748	0.000847916055001	0.000000000617398770752917	0	0.349999977549999	0.0000000224500004541555	0
black_-32	1.3	0.7	2	500	0.636907854568966	0.007793794914823	0.002649174092985	0.00000000194678831546209	0.000000000191726503109316	0.349999969767225	0.0000000302327753001071	0
black_-32	1.3	0.7	2	1000	0.628611764273777	0.00967602088031	0.005856104786118	0.00000000434447707767121	0.000000000464600488995876	0.349999962175373	0.0000000378246274009375	0
black_-32	1.3	0.7	2	2000	0.614433852416563	0.012009846616542	0.011778145041758	0.00000000863414144842887	0.0000000011246180182533	0.349999952665425	0.0000000473345750602065	0
