1.3	0.7	1	10	0.389620429667763	0.260379570227241	0	0	0	0.34999849238081	0.00000150761918996039	0
1.3	0.7	1	20	0.34794547589656	0.302054523913812	0.0000000000929200423397842	0.00000000000227015148277557	0.000000000000758696772400377	0.349997981370914	0.00000201862908621351	0
1.3	0.7	1	50	0.287813343428945	0.362186656183016	0.000000000189491274373007	0	0	0.349996986862255	0.00000301313774476529	0
1.3	0.7	1	100	0.240560659971848	0.409439339409735	0.000000000300533596286804	0	0	0.349995859966201	0.00000414003379923487	0
1.3	0.7	1	200	0.194042866471842	0.455957132620705	0.000000000437286706701632	0	0	0.349994225548909	0.00000577445109591856	0
1.3	0.7	1	500	0.137437198360049	0.512562800322998	0.000000000620321416523181	0	0	0.349990806257658	0.0000091937423418112	0
1.3	0.7	1	1000	0.100822063601294	0.549177934549496	0.000000000829792125891503	0	0	0.349986672065051	0.0000133279349492458	0
1.3	0.7	1	2000	0.070907865504617	0.579092131152178	0.00000000136199944784922	0	0.000000000279085559263765	0.349980368174245	0.0000196318257547411	0
1.3	0.7	1	5000	0.04188873746421	0.608111252072618	0.00000000352954219972926	0	0.00000000166844309829166	0.349966541214204	0.0000334587857954601	0
1.3	0.7	1	10000	0.02695686317441	0.623043118516564	0.00000000387649483270783	0	0.0000000052470317194388	0.349949277871273	0.0000507221287277197	0
1.3	0.7	2	10	0.451747342680973	0.198252656910271	0.000000000202739281722209	0	0	0.349999009965021	0.000000990034978503851	0
1.3	0.7	2	20	0.41635904343353	0.233640955766479	0.000000000396689129583381	0	0	0.349998695138961	0.00000130486103904706	0
1.3	0.7	2	50	0.362557600488915	0.287442397656592	0.000000000918835058269775	0.0000000000111036697236712	0.0000000000028594387845999	0.349998101665515	0.00000189833448551235	0
1.3	0.7	2	100	0.317428170155498	0.332571826555985	0.00000000162740813300554	0.000000000022557711374889	0.00000000000557200726386199	0.349997451521104	0.00000254847889575731	0
1.3	0.7	2	200	0.269815576712818	0.380184417889759	0.00000000266560156249181	0	0	0.349996537300158	0.000003462699586469	0
1.3	0.7	2	500	0.206132095824526	0.443867895205699	0.00000000440637372813601	0	0	0.34999469160661	0.00000530839338987096	0
1.3	0.7	2	1000	0.160318570507093	0.489681416702727	0.00000000621029866101339	0.000000000137244440906285	0.000000000116169273997723	0.349992526165086	0.00000747383491353046	0
1.3	0.7	2	2000	0.119164120642711	0.530835858525095	0.00000000984878424884074	0.000000000186471881374113	0.000000000474076462633646	0.349989291339732	0.000010708660268427	0
